"f_footprint_ID","f_incident_ID","f_length","f_greates_width","f_heel_width","f_average","f_heel","f_ball","f_toes","f_obs_print","f_obs_weight","f_animal_weight","f_stride_inches","f_average_stride","f_longest_stride","f_shortest_stride","f_estimated_age","f_age_unit","f_number_of_tracks","f_trail_followed","f_trail_ended","f_condition","f_tracks_showed","f_ball_of_foot","f_arch","f_ridge","f_number_of_toes","f_deformity","f_bumps","f_claw_marks","f_size_of_toes","f_longest_toe","f_hand_print_s","f_knee_prints","f_cast","f_photo","f_human","f_pattern_of_walk","f_feet_in_line","f_obstacles","f_set_of_tracks","f_other_footprint_codes","f_direction","f_material_made_in","f_comp_entry_date","f_operation","f_water","f_other_marks","f_other_tracks","f_human_tracks_present","f_what","f_tracks_came_from","f_went_to","f_foot_shape","f_trackmaker_attracted_by","f_remarks","f_state_prov"
10174,"1000376","15.0","5.5",,,,,,,,,,"42",,,,,"many","N",,,,,"Y",,"5",,,,,,,,,,,,"spread apart",,1,,,,"JAN 26 1994","JWG","near water",,,,,,,,,"Trasck size and stride average of estimates. Longest set of tracks covered about half a mile.","Calif"
10175,"1000377","14.0","5.5","4.0","0.75","0.50","1.00","0.75","0.25","150","400",,"42","65",,"1","minutes","30","Y","Y","very good","no drag or slide","split","N","Y","5",,,,"toes more of a size than human's","first",,,"Y","Y",,"straight","in line","over",1,,"North","wet sand","JAN 26 1994","JWG",,,,,,"shore","hillside",,,"Bob Titmus tracked creature on hillside after crossing the creek.","Calif"
10176,"1000383","15.0","6.0",,"18.00",,,,"12.00",,,,"66",,,"2","days","500","N",,"fair",,,,,"5",,,,,,,,,,,,"in line",,1,,"North",,"JAN 31 1994","JWG",,,,,,,,,,,"Calif"
10177,"1000385","16.0","6.0","4.0","1.00","1.00","1.00","1.00","0.00","185",,,"36",,,"1","days","400","Y","Y","fair",,,"N",,,,,,,,,,,,,"straight","spread wide apart","under",1,,"Northeast","forest litter","FEB 01 1994","JWG",,,,,,,,,,"Not indicated whether pace length was measured toe to toe or toe to heel.","Calif"
10178,"1000390","big",,,,,,,,,,,"35","40","30","16","hours","60","Y","Y","poor",,,,,,,,,,,,,,,,,"spread apart",,1,,,"soft deep snow","FEB 02 1994","JWG",,,,,,"trees","road",,,,"Calif"
10179,"1000392","15.0","6.0",,"0.75",,,,"0.15","200",,,,,,"2","days","20","Y","Y","fair",,,"N",,"5","Y",,,,,,,,,,"straight","in line","around",2,"10180","not consistent","sod;mud","FEB 02 1994","JWG",,,,,"bumps",,,,,,"Calif"
10180,"1000392","6.0","3.0",,"0.25",,,,"0.15","200",,,,,,"2","days",,"Y","Y","fair",,,,,"5",,,,,,,,,,,"straight","in line","around",2,"10179","not consistent","sod;mud","FEB 02 1994","JWG",,,,,,,,,,,"Calif"
10181,"1000393","16.5","7.0","6.0","0.75",,,,"0.25","150",,,"60",,,"1","days","5","N",,"good","slide of heel",,"N",,"5",,,,,,,,,,,"toe in","in line",,1,,"West","dirt","FEB 03 1994","JWG",,,,,,,,,,,"Calif"
10182,"1000395","17.0","5.0","3.0",,,,,,,,,,,,"12","hours","many","Y","Y","fair",,,"N",,"3",,,,"big toe far largest","first",,,"Y",,,,,,1,,,"dirt","FEB 04 1994","JWG",,,,,,,,"narrow",,,"Calif"
10183,"1000399","16.0","8.0","6.5","2.00","1.50","2.00","1.75","0.50","225",,,"48","56",,"1","days","300","Y","Y","fair",,"double","N",,"5",,,,,,,,,,"Y","toe in","in line",,1,"10184","West;South","hard deep snow","FEB 05 1994","JWG",,,,,,,,,,,"Calif"
10184,"1000400","16.0","8.0",,"2.00",,,,"0.60","225",,,"48",,,,,"many","Y","Y","poor",,,"N",,"5",,,,,,,,,,,"toe in","in line",,2,"10183","North","hard deep snow","FEB 05 1994","JWG",,,,,,,"hillside",,,"Only one entry for two tracks, as both the same, with no detail.","Calif"
10185,"1000401","18.0","6.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FEB 06 1994","JWG",,,,,,,,,,"Tracks of this side reported seen on several occasions.","Calif"
10186,"1000412","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"dirt","FEB 07 1994","JWG",,,,,,,,,,"Witness said the tracks were similar in size and shape to a Bigfoot footprint cast.","Calif"
10187,"1000413","14.0","10.0",,,,,,,,,,,,,"12","hours","few","Y",,,,,,,"4",,,,,,,,"Y","Y",,,,,1,,,,"FEB 08 1994","JWG",,,,,,,,"wedge-shape","farm plants","Similar tracks also found by chicken house, which appeared to have been moved slightly off its foundation.","Calif"
10188,"1000417","18.5","8.5",,"3.75",,,,,,"1100",,"72",,,,,"many",,,,,,,,,,,,,,,,,"Y",,,,,1,,,"sand","FEB 09 1994","JWG",,,,,,,,,,,"Calif"
10189,"1000419","13.0","4.5",,,,,,,,,,,,,,,"few",,,,,,"N",,,,,,,"middle",,,,,,,,,,,,,"FEB 09 1994","JWG",,,,,,,,"splay-toed",,"Toes were long and splayed. Prints indicated great weight.","Calif"
10190,"1000421","15.5",,,,,,,,,,,"54",,,,,,,,"poor",,,"N",,,,,,,,,,,,,,,,1,,,"sand","FEB 10 1994","JWG",,,,,,,,,,,"Calif"
10191,"1000423","21.0","10.5",,"3.75",,,,,,,,"144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sand","FEB 11 1994","JWG",,,,,,,,,,,"Calif"
10192,"1000426","big",,,,,,,,,,,"84",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"snow","FEB 11 1994","JWG",,,,,,,,,,,"Calif"
10194,"1000427","19.5","10.5",,,,,,,,,,"72",,,,,,"Y","Y",,,,,,,,,,,,,,,"Y",,,,,4,"10195",,"snow","FEB 11 1994","JWG",,,,,,,"canyon",,,"Four sets of tracks, but size information given about only two of them.","Calif"
10195,"1000427","15.0","9.0",,,,,,,,,,"66","72","60",,,"many","Y","Y",,,,,,,,,,,,,,,"Y",,,,,4,"10194",,"snow","FEB 11 1994","JWG",,,,,,,,,,,"Calif"
10196,"1000428","13.0",,,,,,,,,,,,,,,,,"Y","Y","good",,,,,"5",,,,,,,,,"Y",,,,,1,,,"dirt","FEB 13 1994","JWG",,,,,"First and fifth toes splayed out",,,"splay-toed",,,"Calif"
10197,"1000424","21.0","10.5",,"3.75",,,,"0.50","290",,,"72",,,,,,"Y","Y",,,,,,,,,,,,,,,,,,,,1,,,,"FEB 14 1994","JWG",,,,,,,,,,,"Calif"
10198,"1000431","19.0",,,,,,,,,,,,,,,,,,,,,,"N",,"3",,,,,,,,,,,,,,,,,,"FEB 14 1994","JWG",,,,,,,,"wedge-shape",,,"Calif"
10199,"1000436","13.0","5.5",,,,,,,,,,,,,,,"12",,"Y","good",,,"Y",,"5",,,,,,,,,,,"straight",,,,"10200;10201",,,"FEB 16 1994","JWG",,,,,,,,,,"Arch was only slight.","Calif"
10200,"1000437","13.0","5.5",,,,,,,,,,,,,"1","days","7",,"Y","fair",,,"Y",,"5",,,,,,,,,,,"straight",,,1,"10199;10201",,"dirt","FEB 16 1994","JWG",,,,,,,,,,"arched only slightly","Calif"
10201,"1000438","13.0","5.5",,,,,,,,,,,,,"1","weeks","4",,"Y","good",,,"Y",,"5",,,,,,,,,,,"straight",,,1,"10199;10200","Southwest","dirt","FEB 16 1994","JWG",,,,,,,,,,"Arch only slight.","Calif"
10202,"1000439","15.5","5.5",,"0.50","0.50","0.50","0.50","0.00","160",,,"51","67","44","5","hours","27","Y","Y","poor",,,"N",,,,,,,,,,"Y","Y",,"straight","spread wide apart",,1,,"not consistent;","forest litter","FEB 17 1994","JWG",,,,,,,,,"fish","Rotten salmon placed as bait.","Calif"
10203,"1000440","16.5",,,"3.00",,,,"0.63","160",,,"46","66","30","1","days","33","Y","Y","poor",,,,,,,,,,,,,,,,,"spread apart",,1,"10204","Northeast","forest litter","FEB 17 1994","JWG",,,,,,,,,,"Trackmaker apparently walked on just toes and ball of foot sometimes, particularly uphill. Tracks came on and went off the trail in two sections.","Calif"
10204,"1000441","15.5","6.7","4.3","1.00",,,,"0.00","160",,,"40","48","36","1","hours","7","Y","Y","poor",,,,,,,,,,,,,,,,,,,1,"10203",,"forest litter;dirt","FEB 17 1994","JWG",,,,,,,,,"meat;fish;human activity",,"Calif"
10205,"1000442","16.5","7.5","5.0","0.75","0.25","0.75","0.75","0.25","187",,,"50","60","36","0","hours","150","Y","Y","good",,"double","N",,"5",,,,,,,,,,,"toe in","in line",,1,,"Southeast","forest litter","FEB 17 1994","JWG",,,,,,,,,,"Prints in forest litter that would show split in ball of foot most unlikely.","Calif"
10206,"1000443","18.0","9.0","7.5","1.75","1.50","1.00","1.75","0.75","200","800",,"54","60","50","3","days","400","Y","Y","good","no drag or slide","double","N","Y","5",,,,"big toe far largest","first",,,"Y",,"Y","straight","spread apart",,2,,"Northwest","dirt;mud;forest litter","FEB 18 1994","JWG",,,,,,,,,,"Creatures appeared to have been rummaging for food, moving rocks. They followed a ridge running with a creek..","Calif"
10207,"1000448","big",,,,,,,,,,,,"72","48",,,"many","Y",,"poor",,,,,,,,,,,,,,"Y",,,,,1,,"East","hard deep snow","FEB 19 1994","JWG",,,,,,"valley","valley",,,"Creature that made tracks apparently travelling, going in a straight line over the mountain with strides no human could match.","Calif"
10208,"1000450","15.0","6.0","5.0",,,,,,,,,,,,"6","hours",,,,,,,"N",,"5",,,,"toes more of a size than human's","first",,,,"Y","Y",,,,1,,,"deep dust","FEB 19 1994","JWG",,,,,,,"empty machine",,"machine activity",,"Calif"
10209,"1000455","18.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FEB 20 1994","JWG",,,,,,,,,,,"Calif"
10210,"1000458","17.0","6.0",,,,,,,,,,,,,"0","minutes",,"N",,,,,,,,,,,,,,,,,,,,,1,,,"dirt","FEB 21 1994","JWG",,,,,,"hillside","hillside",,,"Toes dug in deeper than ball of foot.","Calif"
10211,"1000462","16.0","7.0","5.0",,,,,,,,,"50",,,"6","hours","many","N",,,,,,,"5",,,,"big toe far largest","first",,,,,,,,,4,,,"dirt","FEB 21 1994","JWG",,,,,,"hillside","road",,,"General entry for several track incidents on Bluff Creek Road, late summer and early fall, 1958.","Calif"
10212,"1000465","big",,,,,,,,,,,,,,,,"6000","Y",,,,,,,,,,,,,,,,,,,,,1,,,"snow","FEB 22 1994","JWG",,,,,,,,,,,"Calif"
10213,"1000466","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sand","FEB 22 1994","JWG","in then out",,,,,,,,,,"Calif"
10214,"1000467","14.0","8.0",,,,,,,,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"FEB 22 1994","JWG",,,,,,,,,,,"Calif"
10215,"1000468","18.0",,,,,,,,,,,,,,"1","days","many","Y","Y","good",,,,,,,,,,,,,,,,,,,2,"10216",,"dirt","FEB 22 1994","JWG",,,,,,"trees","trees",,"machine activity","Tracks indicated one creature had picked up a very heavy spool of wire and thrown it against a tree, while another had turned over a heavy utility trailer and bent or broke control levers on a tractor.","Calif"
10216,"1000468","15.0",,,,,,,,,,,,,,"1","days","many","Y","Y","good",,,,,,,,,,,,,,,,,,,2,"10215",,"dirt","FEB 22 1994","JWG",,,,,,"trees","trees",,"machine activity","Tracks indicated one creature had picked up a very heavy spool of wire and thrown it against a tree, while another had turned over a heavy utility trailer and bent or broke control levers on a tractor.","Calif"
10217,"1000469","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"dirt","FEB 22 1994","JWG",,,,,,,,,"machine activity",,"Calif"
10218,"1000470","16.0","7.0","narrow",,,,,,,,,"84",,,"0","hours","few","Y","Y",,,,,,"4",,,,,,,,,,,,,,1,,,"deep dust","FEB 22 1994","JWG",,,,,,"high bank","road;trees",,,,"Calif"
10219,"1000471","big",,,,,,,,,,,,,,,,,,,"good",,,,,,,,,,,,,,,,,,,1,,,"gravel","FEB 22 1994","JWG","near water",,,,,,,,,,"Calif"
10220,"1000473","15.0","7.0","5.0","1.50",,,,"0.00","185",,,"52",,"36",,,"many","Y","Y","very good",,"double","N","Y","5",,,,"toes more of a size than human's","first",,,"Y","Y",,,,,1,,,"wet sand","FEB 23 1994","JWG","near water",,,,,"shore","hillside",,,"Observer jumped from 5-foot rock and could only sink his heels in a quarter inch, where tracks were 1 1/2 inches deep.","Calif"
10221,"1000475","15.0",,,,,,,,,,,,,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,"dirt","FEB 23 1994","JWG",,,,,,,,,,,"Calif"
10223,"1000477","big",,,,,,,,,,,"54","57","52","1","days",,,,,,,,,,,,,,,,,"Y",,,,,,1,"10224",,"deep dust","FEB 24 1994","JWG",,,,,,,,,,,"Calif"
10224,"1000478","big",,,,,,,,,,,,,,,,"5000","Y","Y","good",,,,,,,,,,,,,"Y",,,,,,1,"10223",,"dirt;sand","FEB 24 1994","JWG","entering water",,,,,"road","water",,"machine activity",,"Calif"
10225,"1000479","big",,,,,,,,,,,,,,,,,"Y","Y",,,,,,,,,,,,,,,,,,,,1,,"East","forest litter","FEB 26 1994","JWG",,,,,,"trees","road",,,,"Calif"
10226,"1000481","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"dirt","FEB 27 1994","JWG",,,,,,,,,"machine activity","Tracks indicated that Bigfoot had thrown a barrel of deisel oil off the road.","Calif"
10227,"1000485","15.0","7.0","5.0",,,,,,,,,,,,,,,,,"good",,"double","N","Y","5",,,,"toes more of a size than human's","first",,,"Y","Y",,,,,1,,,"sand","MAR 04 1994","JWG",,,,,,,,,,,"Calif"
10228,"1000486","15.0","7.0","5.0",,,,,,,,,,,,"6","hours","many",,,,,,,,,,,,,,,,,,,,,,1,,,,"MAR 04 1994","JWG",,,,,,,,,,,"Calif"
10229,"1000494","17.0","7.5",,"1.00",,,,,,,,,,,"1","days","2","Y","Y","good",,,"Y",,"5",,,,,"other",,,"Y",,,,,,1,,,"mud","MAR 05 1994","JWG",,,,,,,,,,"Longest and largest toe was on the opposite side from the instep.","Calif"
10230,"1000495","15.5",,,,,,,,,,,"47",,,,,"2","Y","Y","good",,,"N","Y","5",,,,"toes more of a size than human's",,,,"Y",,,,,,1,,,"wet sand","MAR 05 1994","JWG",,,,,,,,,,"No information about second track find, so no separate entry.","Calif"
10231,"1000497","17.0","7.5","5.0","1.50",,,,"0.01","140",,,"52",,,"1","days","many","Y","Y","very good",,"split","N","Y","5",,,,"toes more of a size than human's","first",,,"Y",,,,,,1,,"East","dirt","MAR 05 1994","JWG",,,,,,"hillside","bushes",,,,"Calif"
10232,"1000500","17.0","7.0",,"1.00",,,,"0.00",,,,"43",,,"3","hours","6","Y","Y","good;poor",,,"N",,"5",,,,,,,,,,,,,,1,,,"forest litter;shallow dust","MAR 06 1994","JWG",,,,,,"trees","trees",,"human activity","Only the print in dust was more than a general shape. It showed clear toe prints.","Calif"
10233,"1000501;1000502","17.0",,,,,,,,,,,"72",,,"4","hours",,,,,,,,,,"Y",,,,,,,,,,,,,,,,"deep dust","MAR 06 1994","JWG","near water",,,,"Toe missing, left foot.","road","water",,,"Track sizes were given as 13 inches to 17 inches. No indication of how many different sizes. Entries done for just these two.","Calif"
10234,"1000501;1000502","13.0",,,,,,,,,,,,,,"4","hours",,,,,,,,,,,,,,,,,,,,,,,,,,"deep dust","MAR 06 1994","JWG","near water",,,,,"road","water",,,"Track sizes were given as 13 inches to 17 inches. No indication of how many different sizes. Entries done for just these two.","Calif"
10235,"1000503","23.0","9.0",,,,,,,,,,,,,"0","hours",,"N",,"good",,,,,,,,,,,,,,,,,,,3,,"South","sand","MAR 06 1994","JWG","leaving water",,,,,"water","hillside",,"water","Toes were comparatively twice as long as human. Other two sets of tracks older and shapeless in dry sand--not entered.","Calif"
10236,"1000515","big",,,,,,,,,,,,,,,,"7","Y",,"fair",,,,,"5",,,,,,,,"Y","Y",,,,,1,,"South","sand","MAR 07 1994","JWG","near water",,,,,"shore","island",,,"Tracks showed only ball of foot and five clawless toes. Described as \"huge\" but no measurements given.","Calif"
10237,"1000517","big",,,,,,,,,,,,,,"1","days",,,,,,,,,,,,,,,,,,,,,,,,,"East",,"MAR 07 1994","JWG",,,,,,,,,,,"Calif"
10238,"1000520","20.0","9.0",,,,,,,,,,,,,"2","hours",,,,,,,,,,,,,,,,,,"Y",,,,,,,,,"MAR 08 1994","JWG",,,,,,,,,,,"Calif"
10239,"1000531","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"mud","MAR 09 1994","JWG",,,,,,,,,,,"Calif"
10240,"1000530","16.0","6.0",,,,,,,,,,,,,"3","days","many","Y","Y",,,,,,,,,,,,,,,,,,,,1,,,"soft shallow snow","MAR 09 1994","JWG",,,"deer tracks",,,,,,,,"Calif"
10241,"1000532","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"snow","MAR 09 1994","JWG",,,,,,,,,,,"Calif"
10242,"1000533","15.0","9.0",,"2.00",,,,"0.50","200",,,,,,"12","hours","3","Y","Y","good",,,"N",,"5",,,,,,,,,,,,,,1,,,"snow","MAR 09 1994","JWG",,,,,,"bushes","bushes",,,"Tracks were in snow, so depth not significant. Were almost melted away two hours later, so must have been fairly new when found.","Calif"
10243,"1000536","14.0",,,,,,,,,,,,,,"0","hours",,,,"poor",,,,,,,,,,,,,,,,,,,1,,,,"MAR 11 1994","JWG",,,,,,,,,,,"Calif"
10244,"1000537","16.0",,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,1,,,"sand","MAR 11 1994","JWG",,,,,,,,,,,"Calif"
10245,"1000544","16.5","7.5",,,,,,,,,,,,,"1","days","few",,,,,,,,,,,,,,,,"Y",,,,,,,,,,"MAR 12 1994","JWG",,,,,,,,,,,"Calif"
10246,"1000547","15.0",,,,,,,,,,,"48",,,,,"many","Y",,,,,,,,,,,,,,,,,,,,,1,,,"dirt","MAR 12 1994","JWG",,,,,,,,,,"Santa Barbara Nwews Press, Dec. 6, 1973, refers to this incident and states the footprints were as deep as horse hoofprints.","Calif"
10247,"1000548","19.5",,,,,,,,,,,,"66",,"0","hours","many","Y","Y","very good",,,,,,,,,,,,,,,,,,,1,,,"wet sand;mud;dirt","MAR 12 1994","JWG",,,,,,"shore","hillside",,,"Toes \"strangely shaped\", seemed to have strong arches. Followed for two miles, sometimes at a run. Believe they were right behind when creature noisily ascended steep hill.","Calif"
10248,"1000550","18.0","7.0","5.0","0.75",,,,,,,,,,,,,"1",,,"fair",,,"N",,,,,,,,,,,,,,,,1,,,"mud","MAR 13 1994","JWG",,,,,,,,,,,"Calif"
10249,"1000551","17.0",,,,,,,,,,,,,,"0","hours","few","N",,,,,,,,,,,,,,,,,,,,,1,,,"soft shallow snow","MAR 13 1994","JWG",,,,,,,,,,,"Calif"
10250,"1000552","16.0","7.0",,,,,,,,,,"38",,,"2","days","many","Y","Y","fair",,,,,"4",,,,,,,,,,,,,,1,,"South","soft shallow snow","MAR 13 1994","JWG",,,,,,"canyon",,,"refuse","Tracks circled a tree near occupied house. There was a trailer load of garbage by the house.","Calif"
10251,"1000554","18.5","9.0","5.0",,,,,,,,,,,,"1","hours","2",,,,,,,,,,,,,,,,,"Y",,,,,1,,,"mud","MAR 13 1994","JWG",,,,,,,,,"meat",,"Calif"
10252,"1000555","22.0",,,,,,,,,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,"spread wide apart",,1,,,,"MAR 13 1994","JWG",,,,,,,,,"human activity",,"Calif"
10253,"1000556","20.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,5,"10254;10255;10256;10257",,"sand;dirt","MAR 13 1994","JWG",,,,,,,,,,,"Calif"
10254,"1000556","14.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,5,"10253;10255;10256;10257",,,"MAR 13 1994","JWG",,,,,,,,,,,"Calif"
10255,"1000556","11.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,5,"10253;10254;10256;10257",,,"MAR 13 1994","JWG",,,,,,,,,,,"Calif"
10256,"1000556","9.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,5,"10253;10254;10255;10257",,,"MAR 13 1994","JWG",,,,,,,,,,,"Calif"
10257,"1000556","7.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,5,"10253;10254;10255;10256",,,"MAR 13 1994","JWG",,,,,,,,,,,"Calif"
10258,"1000557","18.0","9.0","4.5",,,,,,,,,,,,,,,,,"very good",,,"N",,"5",,,,"toes all about the same","all same",,,"Y",,,,,,,,,"snow","MAR 13 1994","JWG",,,,,,,,"wedge-shape;long-toed",,,"Calif"
10259,"1000559","30.0","10.0",,,,,,,,,,"58","60","57",,,"many",,,"poor",,,,,,,,,,,,,,"Y",,,,,2,,,"soft deep snow","MAR 14 1994","JWG",,,,,,"road","trees",,,"Extreme length presumably caused by motion through deep snow.","Calif"
10260,"1000560","16.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,3,"10261;10262",,"dirt","MAR 14 1994","JWG",,,,,,,,,"meat",,"Calif"
10261,"1000560","20.0",,,,,,,,,,,,,,"8","hours",,,,,,,,,,,,,,,,,"Y",,,,,,3,"10260;10262",,"dirt","MAR 14 1994","JWG",,,,,,,,,"meat",,"Calif"
10262,"1000560","26.0","14.0",,,,,,,,,,"72",,,"8","hours",,,,,,,,,,,,,,,,,"Y",,,,,,3,"10260;10261",,"dirt","MAR 14 1994","JWG",,"hand print",,,,,,,"meat","Hand print 12 inches wide.","Calif"
10263,"1000571","18.0","8.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAR 16 1994","JWG",,,,,,,,,,,"Calif"
10264,"1000572","15.0","6.5",,,,,,,,,,,,,,,"30",,"Y",,,,,,,,,,,,,,,,,,,,1,,,"sand","MAR 16 1994","JWG","near water",,,,,,,,,,"Calif"
10265,"1000575","10.0","5.0",,,,,,,,,,"54",,,,,"3",,,"good",,,"N",,"5",,,,,,,,,,,,,,1,,,"mud","MAR 17 1994","JWG",,,,,,,,,,,"Calif"
10266,"1000576","17.0","7.0",,"4.00",,,,,,,,"28",,,,,"2000","Y",,"fair",,,,,"4",,,,,,,,,"Y",,"toe out","spread apart",,1,,"North","soft shallow snow","MAR 17 1994","JWG",,,,,,,,,,,"Calif"
10267,"1000580","16.0","6.0","5.0",,,,,,,,,,,,,,"1",,,,,,,,"5",,,,"big toe far largest","first",,,"Y",,,,,,1,,,"mud","MAR 17 1994","JWG",,,,,,,,,,,"Calif"
10268,"1000586","24.0",,,,,,,,,,,,"72",,"8","hours",,"Y",,"poor",,,,,,,,,,,,,"Y","Y",,,,,1,,,"dirt","MAR 18 1994","JWG","near water",,,,,,,,,,"Calif"
10269,"1000592",,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,2,,,,"MAR 18 1994","JWG",,,,,,,,,,"This entry made only to record report of three-toed tracks. There was also a five-toed set.","Calif"
10270,"1000598","big",,,,,,,,,,,,,,"3","hours",,,,,,,,,"5",,,,,,,,,,,,,,1,,,,"MAR 19 1994","JWG",,,,,,,,,,,"Calif"
10271,"1000599","20.0","8.0",,,,,,,,,,"66","72","60","1","hours","12","Y","Y",,,,,,,,,,,,,,,,,,,,1,,"North","mud","MAR 19 1994","JWG",,,,,,"shore","high bank",,,,"Calif"
10272,"1000600","14.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"snow","MAR 19 1994","JWG",,,,,,,,,,,"Calif"
10273,"1000601","17.0","7.0","5.0",,,,,,,,,"54",,,,"months","many",,,"poor",,,,,,,,,,,,,"Y",,,,,,1,,,,"MAR 19 1994","JWG",,,,,,,,,,,"Calif"
10274,"1000604","13.5","7.0",,,,,,,,,,,,,,,"40","Y",,,,,,,,,,,,,,,"Y","Y",,,,,2,"10275;10276",,,"MAR 20 1994","JWG",,,,,,,,,,,"Calif"
10275,"1000604","11.0","6.0",,,,,,,,,,,,,,,"40","Y",,,,,,,,,,,,,,,"Y","Y",,,,,2,"10274;10276",,,"MAR 20 1994","JWG",,,,,,,,,,,"Calif"
10276,"1000605","17.0","7.5",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,"Y","Y",,,,,1,"10274;10275",,,"MAR 20 1994","JWG",,,,,,,,,,,"Calif"
10277,"1000607","13.0",,,,,,,,,,,,,,,"weeks","few",,,"poor",,,,,,,,,,,,,"Y","Y",,,,,1,,,"mud","MAR 20 1994","JWG",,,,,,,,,,,"Calif"
10278,"1000609","16.0","6.0",,"1.00",,,,"0.50","150",,,,,,"6","weeks","1",,,"fair",,,"N",,"5",,,,,,,,,,,,,,1,"10156","South","dry sand","MAR 20 1994","JWG",,,,,,,,,,,"Calif"
10279,"1000610","17.0","7.0","5.0","1.25",,,,"0.50","150",,,,,,"4","hours","1",,,"fair","slide of heel",,"N",,"5",,,,,,,,,,,,,,1,,"West","dirt","MAR 20 1994","JWG",,,,,,,,,,,"Calif"
10280,"1000611","16.0","7.0",,"1.75",,,,,,,,,,,"1","weeks","1",,"Y","very good",,,,,"5",,,,,,,,,,,,,,1,,,"wet sand","MAR 20 1994","JWG",,,,,,,,,,,"Calif"
10281,"1000613","15.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,1,,,"sand","MAR 20 1994","JWG",,,,,,,,,,,"Calif"
10282,"1000614","14.0",,,,,,,,,,,,,,,,"2",,,"good",,,,,,,,,,,,,"Y","Y",,,,,1,,,"mud","MAR 21 1994","JWG",,"hand prints;knee print",,,,,,,,,"Calif"
10283,"1000620","15.0","6.0","4.5",,,,,,,,,,,,,,"6",,"Y",,,,,,,,,,,,,,,,,,,,1,,,"mud;dirt","MAR 21 1994","JWG",,,,,,"bushes","bushes",,,,"Calif"
10284,"1000623","16.0","7.5",,,,,,,,,,,,,"2","weeks","6","Y","Y","fair",,,,,,,,,,,,,"Y",,,,,,1,,,"sand","MAR 21 1994","JWG","leaving water",,,,,"water","rock",,,,"Calif"
10285,"1000625","18.0",,,,,,,,,,,,,"54",,,,,,,,,,,"5",,,,,,,,,,,,,,3,,"not consistent","gravel","MAR 22 1994","JWG",,,,,,,,,,,"Calif"
10286,"1000625","16.0",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,3,,"not consistent","gravel","MAR 22 1994","JWG",,,,,,,,,,,"Calif"
10287,"1000625","14.0",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,"not consistent","gravel","MAR 22 1994","JWG",,,,,,,,,,,"Calif"
10288,"1000627","16.5","8.5","5.5",,,,,,,,,"56",,,"1","hours","34","Y","Y","fair",,,,,,,,,,,,,"Y",,,,,,1,,,"forest litter","MAR 22 1994","JWG",,,,,,,,,,,"Calif"
10289,"1000628","17.5",,,,,,,,,,,"38","41","36",,,,,,,,,,,,,,,,,,,,"Y",,,,,1,,,"snow","MAR 22 1994","JWG",,,,,,,,,,,"Calif"
10290,"1000631","16.5",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,"Y","Y",,,,,,,,,"MAR 22 1994","JWG",,,,,,,,,,,"Calif"
10291,"1000633","21.0","8.0",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,"Y","Y",,,,,,,,,"MAR 22 1994","JWG",,,,,,,,,,,"Calif"
