"f_footprint_ID","f_incident_ID","f_length","f_greates_width","f_heel_width","f_average","f_heel","f_ball","f_toes","f_obs_print","f_obs_weight","f_animal_weight","f_stride_inches","f_average_stride","f_longest_stride","f_shortest_stride","f_estimated_age","f_age_unit","f_number_of_tracks","f_trail_followed","f_trail_ended","f_condition","f_tracks_showed","f_ball_of_foot","f_arch","f_ridge","f_number_of_toes","f_deformity","f_bumps","f_claw_marks","f_size_of_toes","f_longest_toe","f_hand_print_s","f_knee_prints","f_cast","f_photo","f_human","f_pattern_of_walk","f_feet_in_line","f_obstacles","f_set_of_tracks","f_other_footprint_codes","f_direction","f_material_made_in","f_comp_entry_date","f_operation","f_water","f_other_marks","f_other_tracks","f_human_tracks_present","f_what","f_tracks_came_from","f_went_to","f_foot_shape","f_trackmaker_attracted_by","f_remarks","f_state_prov"
991042,"991042",,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,"toes all about the same",,,,,,,,,,,,,,,,,,,,,,,,,,
991043,"991043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991044,"991044","21.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991045,"991045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991046,"991046",,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,"big toe far largest","first",,,,,,,,,1,,,"dirt",,,,,,,,,,,,,
991047,"991047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991048,"991048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
991049,"991049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991050,"991050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991051,"991051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991052,"991052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991053,"991053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991054,"991054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991055,"991055","18.0","11.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,"bushes","railroad",,,,
991056,"991056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991057,"991057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991058,"991058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991059,"991059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991060,"991060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991061,"991061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991062,"991062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991063,"991063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991064,"991064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991065,"991065","14.5","8.0",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
991066,"991066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991067,"991067","15.5","7.5",,,,,,,,,,"48",,,,,"1300",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,"open","trees",,,,
991068,"991068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991069,"991069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991070,"991070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991071,"991071","16.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"dirt",,,,,,,,,,,,,
991072,"991072","16.0","7.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
991073,"991073","13.5",,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
991074,"991074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991075,"991075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991076,"991076","17.0",,,,,,,,,,,"72",,,,,,,,,,,,,,,,,"big toe far largest",,,,,,,,,,1,,,"snow",,,,,,,,,,,,,
991077,"991077","16.0",,,"4.00",,,,,,,,"36",,,,,"many",,,,,,,,"5",,,,,,,,,,,,,,1,,,"snow",,,,,,,,,"water",,,,
991078,"991078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991079,"991079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991080,"991080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991081,"991081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991082,"991082",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991083,"991083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991084,"991084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991085,"991085","big",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991086,"991086","12.5","5.0",,,,,,,,,,"72",,,,,"many",,,,,,,,,,,,,,,,,,,,,,,,,"gravel",,,,,,,,,,,,,
991087,"991087","14.0","7.0","narrow","0.75",,,,,,,,"72",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"dirt",,,,,,,,,,"wedge-shape",,,
991088,"991088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991089,"991089","20.0","9.0",,,,,,,,,,"60",,,,,"many",,,,,,,,,,,,,,,,,,,,,,2,,,"soft deep snow",,,,,,,,,,,,,
991090,"991090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991091,"991091","16.0","5.0",,,,,,,,,,"38",,,,,"24",,,"fair",,,,,"4",,,,,,,,,,,,,,1,,,"sand",,,,,,,,,,,,,
991092,"991092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991093,"991093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991094,"991094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991095,"991095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991096,"991096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991097,"991097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991098,"991098","14.0","5.0",,,,,,,,,,"72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dirt",,,,,,,,,,,,,
991099,"991099","17.0",,,"0.75",,,,,,,,,,,,,,,,"poor",,,,,"4",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
991100,"991100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991101,"991101","12.5",,,,,,,,,,,"48",,,,,,,,"poor",,,,,,,,,,,,,,,,,,,1,,,"frozen ground",,,,,,,,,,,,,
991102,"991102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991103,"991103","9.7","4.5",,,,,,,,"300",,,,,,,,,,"fair",,,,,"6",,,,,,,,,,,,,,1,,,"hard shallow snow",,,,,,,,,,,,,
991104,"991104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991105,"991105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991106,"991106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991107,"991107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991108,"991108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991109,"991109","18.0","7.0",,,,,,,,,,"66",,,,,"10",,,,,,,,"4",,,,,,,,,,,,,,1,,,,,,,,,,,"occupied building","meadow",,,,
991110,"991110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991111,"991111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991112,"991112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991113,"991113","big",,,,,,,,,,,,,,,,"few",,,,,,,,"3",,,,,,,,,,,,,,1,,,"dirt",,,,,,,,,,,,,
991114,"991114","18.0","7.0",,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,1,,,"gravel",,,,,,,,,,,,,
991115,"991115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991116,"991116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991117,"991117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991118,"991118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991119,"991119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991120,"991120","13.0",,,,,,,,,,,"54",,,,,"4",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
991121,"991121","13.0","6.0",,,,,,,,,,,,,,,"6",,,,,,,,"3",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
991122,"991122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991123,"991123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991124,"991124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
991125,"991125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991126,"991126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991127,"991127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991128,"991128","18.0","6.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
991129,"991129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991130,"991130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991131,"991131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991132,"991132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991133,"991133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991134,"991134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991135,"991135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991136,"991136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991137,"991137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991138,"991138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991139,"991139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991140,"991140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991141,"991141","15.0","6.0",,"2.25",,,,,,,,"90",,,,,"38",,,,,,,,,,,,,,,,,,,,,,1,,,"dirt",,,,,,,,,,,,,
991142,"991142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991143,"991143","big",,,,,,,,,,,"90",,,,,"12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991144,"991144","19.0","8.0",,,,,,,,,,"72",,,,,"25",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
991145,"991145","19.0",,,,,,,,,,,,,,,,"12",,,,,,,,,,,,,,,,,,,,,,1,,,"sand",,,,,,,,"trees","road",,,,
991146,"991146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991147,"991147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991148,"991148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991149,"991149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991150,"991150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991151,"991151","16.5","9.5",,"1.75",,,,,,"800",,"60",,,,,"12",,,"good",,,,,"5",,,,,,,,,,,,,,1,,,"dirt",,,,,,,,"farm field","farm field",,,,
991152,"991152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991153,"991153","16.0","7.0",,,,,,,,,,,,,,,,,,"fair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991154,"991154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991155,"991155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991156,"991156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991157,"991157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991158,"991158",,,,"1.00",,,,,,"1000",,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"wet sand",,,,,,,,"bushes","water",,,,
991159,"991159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991160,"991160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991161,"991161","13.0",,,"2.50",,,,,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"dirt",,,,,,,,"yard","trees",,,,
991162,"991162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991163,"991163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991164,"991164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991165,"991165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991166,"991166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991167,"991167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991168,"991168","14.0","6.0",,,,,,,,,,"48",,,,,"200",,,,,,,,,,,,,,,,,,,,,,2,,,"snow",,,,,,,,,,,,,
991169,"991169","11.0","4.0",,,,,,,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991170,"991170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991171,"991171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991172,"991172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991173,"991173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991174,"991174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991175,"991175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991176,"991176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991177,"991177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
